"index","event_time","delta_t","usual_increment","corrected_increment","corrected_positive"
1,0.0725703511243305,0.0725703511243305,0.0621705512138734,0.0618860129278111,TRUE
2,1.20277909263737,1.13020874151303,1.16794260741507,1.16351121562462,TRUE
3,5.87931777474196,4.6765386821046,4.33845075433593,4.32011469448925,TRUE
4,7.54791161032919,1.66859383558723,1.66234230767139,1.65579998256539,TRUE
5,7.83892200940368,0.291010399074487,0.339587119123317,0.338446107692394,TRUE
6,10.3658910924716,2.52696908306795,2.62048202650268,2.61057413105104,TRUE
7,13.1164550575948,2.75056396512318,2.63451511011202,2.62373053012562,TRUE
8,15.3834384833279,2.26698342573313,2.20126190044976,2.19237337271776,TRUE
9,16.5616798358163,1.17824135248833,1.2260424297248,1.22142270872565,TRUE
10,17.1491883468149,0.58750851099861,0.674383505394399,0.672079965971251,TRUE
11,17.9040650835465,0.7548767367316,0.905398626543366,0.902438859509996,TRUE
12,18.8009507450162,0.896885661469721,1.05937042785633,1.05585386351629,TRUE
13,20.9225969442134,2.1216461991972,2.19891646836271,2.19059778774732,TRUE
14,21.0149488124134,0.0923518681999731,0.110891156508792,0.110529057636661,TRUE
15,21.207751661391,0.192802848977639,0.277021814262493,0.276265861020624,TRUE
16,21.2724720283487,0.0647203669576903,0.107753149600732,0.107499390014315,TRUE
17,21.3752772435507,0.102805215202029,0.194613081110294,0.194209996113754,TRUE
18,22.0220940690848,0.646816825534064,1.13433380608402,1.13179772698171,TRUE
19,22.9278543574542,0.905760288369432,1.27635983479539,1.27280847427359,TRUE
20,22.9992765304236,0.0714221729694131,0.104126679557908,0.103846643119215,TRUE
21,23.1292602968813,0.129983766457674,0.219702311887687,0.219192663559537,TRUE
22,24.8325504504419,1.70329015356054,2.24239123707493,2.23571287251623,TRUE
23,25.4314982699797,0.598947819537816,0.709326523564926,0.706978132198869,TRUE
24,25.4424384581933,0.010940188213624,0.0153313624037388,0.0152884674424319,TRUE
25,25.6330969186021,0.190658460408844,0.310821866310228,0.310074320918652,TRUE
26,26.7689700238448,1.13587310524268,1.59445470670425,1.59000110572889,TRUE
27,31.3309803722206,4.56201034837573,4.37865319314876,4.36076618302115,TRUE
28,32.5639017473146,1.23292137509406,1.26520231652317,1.26036820273587,TRUE
29,33.3430303942934,0.779128646978805,0.867743550019348,0.86468869460803,TRUE
30,33.4487229746616,0.105692580368199,0.13812825583215,0.13771384987708,TRUE
31,33.8043721370564,0.355649162394791,0.520346070348658,0.518951619287867,TRUE
32,35.4412415184913,1.63686938143486,1.97469088693525,1.9682729490159,TRUE
33,36.122975714201,0.681734195709751,0.785309420479898,0.782636435209853,TRUE
34,36.4607730299923,0.337797315791249,0.431932367204411,0.430607910759284,TRUE
35,36.5197073363635,0.0589343063712775,0.0884147106545328,0.0881836374095319,TRUE
36,36.7110776568065,0.191370320442985,0.32548918126642,0.324738844770338,TRUE
37,37.4003798121623,0.689302155355733,1.09109800732784,1.0883953491372,TRUE
38,37.5679753902289,0.167595578066667,0.263064512734047,0.262407393706843,TRUE
39,38.0363938962506,0.468418506021656,0.74654584417177,0.744709240148249,TRUE
40,38.2792366248606,0.24284272861005,0.391226980298605,0.39027482762591,TRUE
41,38.8850731542389,0.605836529378223,0.935614750186119,0.933239349143786,TRUE
42,41.1188317192198,2.23375856498092,2.5168908257309,2.50813256807183,TRUE
43,41.4943660671346,0.375534347914872,0.435372706403122,0.433900288286663,TRUE
44,43.2835803302161,1.78921426308145,1.94232623946363,1.93531097838347,TRUE
45,44.1466764575123,0.863096127296167,0.946895639110998,0.943511558850079,TRUE
46,44.6501314622964,0.503455004784122,0.604781639154027,0.602807661876097,TRUE
47,44.8225744345825,0.172442972286092,0.237196231383741,0.236520106395815,TRUE
48,44.9139283158883,0.091353881305821,0.146739485809135,0.146381299905262,TRUE
49,45.1607115385405,0.246783222652184,0.431799817141766,0.430832214338217,TRUE
50,46.8624742795625,1.70176274102197,2.2379423343402,2.23126995855431,TRUE
51,48.888463527581,2.0259892480185,2.08134690299705,2.07340328002596,TRUE
