"n_rep","T_end","mean_n_events","gamma0_true","gamma1_true","alpha_true","beta_true","branching_true","kappa_true","sigma_true"
30,500,600.9,-0.5,0.9,0.35,1.2,0.291666666666667,0.4,0.8
