"B","replicate","n_events","observed_LR","branching_hat","alpha_hat","beta_hat","p_empirical","p_corrected","reject","max_boot_LR","mean_boot_LR"
100,47,125,0,7.51794848525865e-08,1.08394603193538e-06,14.4181093294375,1,1,FALSE,5.55066039660983,0.78396690044253
100,48,178,7.86260534937355e-05,2.6582046765909e-06,8.07844140368135e-05,30.3905920970758,0.73,0.732673267326733,FALSE,7.63518131777195,1.14890690347935
100,49,170,0,6.03208311085426e-09,2.98564038817732e-06,494.960088133549,1,1,FALSE,12.5265571935677,1.03002201743001
100,50,134,0.426011118637916,0.0741577791960428,0.0556064575053847,0.7498398429433,0.36,0.366336633663366,FALSE,6.64565605584437,0.928273090043114
200,1,170,3.12687857729969,0.0240480120307909,2.95426700711494,122.848699648533,0.125,0.129353233830846,FALSE,9.9471805690435,1.12407860858308
200,2,172,3.70408607511183,0.0861441653220224,0.518138513564932,6.01478360871032,0.09,0.0945273631840796,FALSE,6.18638035233033,0.972370494259443
200,3,166,0.400272429534994,0.0619912475270035,0.0474316863679086,0.765135212793504,0.36,0.36318407960199,FALSE,6.6001727948476,0.71667674735367
200,4,131,0.15691723586616,0.0129201363560156,0.078761116704558,6.09599732806897,0.49,0.492537313432836,FALSE,9.12205751636958,1.03114592643697
200,5,126,4.58518124199543,0.144883043468801,0.312081391889543,2.15402288920543,0.035,0.0398009950248756,TRUE,9.26244951096743,0.749229827651649
200,6,163,0.0897510533112609,0.0218005333348382,0.0377107196170435,1.72980720415588,0.5,0.502487562189055,FALSE,10.9957739802582,1.07406476425981
200,7,218,0.000167925934078994,1.15962968991429e-06,0.000543983489656639,469.101036639416,0.64,0.641791044776119,FALSE,8.78591137856597,0.980772674939792
200,8,135,0,5.74537455452245e-07,7.10220080636229e-07,1.23615975581119,1,1,FALSE,10.5857532599401,0.761735019158376
200,9,138,4.64553810628331,0.23882780390109,0.0585374609510709,0.245103208231627,0.045,0.0497512437810945,TRUE,13.0283877074102,0.86069776686576
200,10,127,0.34853058978149,0.036223737074579,0.121261312839439,3.34756495691709,0.42,0.422885572139304,FALSE,8.47346508275211,0.940542835533317
200,11,167,0,3.15243386027108e-06,1.27766465340359e-05,4.05294673904345,1,1,FALSE,17.0074520846919,1.06549483402366
200,12,160,3.50676242019637,0.176925008912125,0.119413669117591,0.67493945515018,0.115,0.119402985074627,FALSE,10.0122300362897,1.37997773525666
200,13,145,0.000314774333617152,5.40945184209136e-05,0.00251259063026404,46.448155998236,0.595,0.597014925373134,FALSE,10.1788860175845,0.833620289537434
200,14,152,5.50532687384475e-05,1.49716399433952e-06,0.000163586882465046,109.26450481279,0.66,0.661691542288557,FALSE,9.67162041613267,1.01056404041038
200,15,140,0.599079195483853,0.0461996524582187,0.135258840209715,2.9277025478068,0.345,0.348258706467662,FALSE,7.55834866300523,0.83546846707871
200,16,182,0,1.88496948945908e-08,5.32219570265841e-08,2.82349169703839,1,1,FALSE,16.051678496515,1.00941545521257
200,17,151,0.603674456263718,0.0657648701058989,0.0872195767559669,1.32623354407179,0.34,0.343283582089552,FALSE,9.79803085632506,0.908302419020932
200,18,149,4.92470795074718,0.157955039305226,0.260276981010758,1.64779156243195,0.035,0.0398009950248756,TRUE,8.26704616334155,0.790869785555992
200,19,143,1.60168043863877,0.0757470987987381,0.237552748094115,3.13612998862569,0.22,0.223880597014925,FALSE,8.97174447552925,0.969191925643675
200,20,153,1.09457768010611,0.0383686803296285,0.387599795318487,10.1019840137473,0.225,0.228855721393035,FALSE,8.48558450264824,0.895380738479685
200,21,153,0.00745651927365998,0.00515881198076664,0.0106749515174834,2.06926547377232,0.53,0.532338308457711,FALSE,9.37657637627564,0.927432774630402
200,22,165,7.72399899850132,0.101263352189246,0.783839709613692,7.74060598101489,0.005,0.0099502487562189,TRUE,10.8818366132049,1.04211195008912
200,23,134,0,1.61755296776175e-07,4.37946475031603e-07,2.70746296263548,1,1,FALSE,6.34901821941338,0.802118127084862
200,24,155,1.36801524295231,0.157324690121803,0.0427782345867343,0.27191049639834,0.215,0.218905472636816,FALSE,8.53944878786189,0.771702358156704
200,25,175,3.89643129850606,0.0698207805637234,0.587225182345653,8.41046430023379,0.09,0.0945273631840796,FALSE,15.8214648005105,1.13425946715329
200,26,175,1.40147438407342,0.116262028582925,0.0303455474992111,0.26100996059575,0.21,0.213930348258706,FALSE,15.3440649972209,0.937008115075188
200,27,210,0.0914402472612892,0.0114874182485274,0.0843044488559522,7.33885082200777,0.545,0.54726368159204,FALSE,9.01179109026054,1.08014889343452
200,28,195,0.13151826211444,0.0128745192488918,0.13208255829731,10.259222557664,0.475,0.477611940298507,FALSE,7.93590329092277,0.86296644867669
200,29,215,0.841577237875356,0.0935523612483122,0.0514910710334519,0.55039841161017,0.31,0.313432835820896,FALSE,7.20126249691134,0.940329127085568
200,30,185,1.81934413333465,0.0339617680334495,0.600346496734285,17.6771272962878,0.235,0.238805970149254,FALSE,11.824394831585,1.1751573370793
200,31,184,0,1.95790743686992e-09,5.21401248315991e-06,2663.05361784389,1,1,FALSE,11.0076005320505,1.01901187870636
200,32,193,2.40513401479348e-05,9.8568226781786e-07,0.000173121397004328,175.636107756702,0.7,0.701492537313433,FALSE,8.49643850669818,1.03479297355304
200,33,174,0,4.3810885640997e-08,2.57555951616849e-07,5.8788118032436,1,1,FALSE,9.34059536398246,1.01857995205803
200,34,199,0.534641050748064,0.0368928675950012,0.155322715892674,4.21010146453672,0.375,0.378109452736318,FALSE,7.10353073150054,0.87697988266033
200,35,182,0,7.17114130007393e-09,5.46489041479896e-05,7620.67038721245,1,1,FALSE,18.4291259778526,0.942659875814634
200,36,160,0,7.59403290255634e-06,0.000817360760275078,107.631975099809,1,1,FALSE,8.0961632828876,0.900275849851649
200,37,178,6.33278843868959,0.0251723055031028,6.85125594335102,272.174352186633,0.01,0.0149253731343284,TRUE,7.43477756814946,0.993412075086028
200,38,225,0.0422346259111919,0.0100520956714268,0.0350529440709441,3.48712797974878,0.46,0.462686567164179,FALSE,7.0449327133145,0.744782153458443
200,39,209,0,1.63366936663912e-06,4.55347450789423e-05,27.8726809774361,1,1,FALSE,9.3909047487694,0.773431840759513
200,40,170,0.31984928425851,0.0209107281165538,0.0984780154927517,4.70944937659977,0.41,0.412935323383085,FALSE,14.745770757654,1.06267194902752
200,41,186,2.15963952672024,0.126984367309703,0.170376332701463,1.34171108075006,0.165,0.169154228855721,FALSE,9.56315700344885,0.963188616951514
200,42,137,0.898459540942213,0.051305255063464,0.166462388214128,3.24454849719032,0.305,0.308457711442786,FALSE,8.18400358727848,0.875732453930863
200,43,127,2.59092416970145,0.0069837345327261,12.8860905058012,1845.15755079412,0.1,0.104477611940299,FALSE,12.693890207629,0.962570584570907
200,44,165,0,2.25234004917212e-08,8.90936857073712e-05,3955.60544865856,1,1,FALSE,13.3756887316488,1.17592693407056
200,45,139,0.548554602114336,0.0754307538435148,0.0552440704014756,0.732381258128249,0.39,0.393034825870647,FALSE,8.35661110819558,0.973463174452238
200,46,149,1.48243936689897,0.0343925044257939,0.60339760471081,17.5444508850094,0.195,0.199004975124378,FALSE,9.60022001084883,0.905513003353951
200,47,145,1.07688969109915,0.109718270882444,0.0474537373362336,0.432505333474287,0.19,0.194029850746269,FALSE,6.739131857708,0.70122233938748
200,48,150,8.64646023615023e-05,1.8237817991484e-06,8.83268811903371e-05,48.4306188556002,0.625,0.626865671641791,FALSE,7.36193402771141,0.840399794806242
200,49,166,0.110555301920954,0.0293843286984267,0.0178043859568064,0.605914334117823,0.455,0.45771144278607,FALSE,9.6592811025892,0.916056797171355
200,50,132,5.83431687675596,0.0877740567719603,0.85993697373608,9.79716564736461,0.005,0.0099502487562189,TRUE,6.66324059625316,0.695006510031364
