"n_events","mu0_null","mu1_null","mu0_full","mu1_full","alpha_full","beta_full","loglik_null","loglik_full","LR","p_chisq","conv_null","conv_full","p_boot","B_boot","n_success","crit_boot_95","crit_chisq_95","mu0_true","mu1_true","alpha_true","beta_true"
144,-0.615162461990029,0.685766545803508,-0.615548900318992,0.685972996916509,0.00312548480026441,9.72560571215941,-204.326043097745,-204.326945781228,0,1,0,0,1,100,100,5.413654404648,3.84145882069412,-0.5,0.7,0,2.5
