"model","index","z"
"Hawkes_correct",320,0.537520033247347
"Hawkes_correct",321,0.801032663838953
"Hawkes_correct",322,0.155868468006474
"Hawkes_correct",323,0.312697574237632
"Hawkes_correct",324,2.35716233280073
"Hawkes_correct",325,1.1769032981698
"Hawkes_correct",326,0.13423425751904
"Hawkes_correct",327,4.01329651758005
"Hawkes_correct",328,0.0850531893045741
"Hawkes_correct",329,2.82021378092719
"Hawkes_correct",330,0.660086184076647
"Hawkes_correct",331,4.54380247774731
"Hawkes_correct",332,0.0452899540395606
"Hawkes_correct",333,0.892767949656729
"Hawkes_correct",334,0.425004022117776
"Hawkes_correct",335,0.82625612389262
"Hawkes_correct",336,0.0927759036463272
"Hawkes_correct",337,0.756930958946896
"Hawkes_correct",338,0.530734560735027
"Hawkes_correct",339,0.551387101386069
"Hawkes_correct",340,0.316420839712066
"Hawkes_correct",341,1.15719864777708
"Hawkes_correct",342,0.308180574250855
"Hawkes_correct",343,0.0599832000034439
"Hawkes_correct",344,1.59303121386853
"Hawkes_correct",345,2.21506945434754
"Hawkes_correct",346,0.25385995557707
"Hawkes_correct",347,1.61867345025888
"Hawkes_correct",348,1.51908067835996
"Hawkes_correct",349,2.73583969604346
"Hawkes_correct",350,0.495949757270637
"Hawkes_correct",351,0.139501502505311
"Hawkes_correct",352,0.263838186549322
"Hawkes_correct",353,0.685180777627522
"Hawkes_correct",354,4.33617689304253
"Hawkes_correct",355,0.950521825241367
"Hawkes_correct",356,0.778448488680226
"Hawkes_correct",357,0.719543315540136
"Hawkes_correct",358,0.15141903045145
"Hawkes_correct",359,0.381360026588595
"Hawkes_correct",360,0.0729519043824212
"Hawkes_correct",361,1.14500608603589
"Hawkes_correct",362,0.676944191363475
"Hawkes_correct",363,0.300107114135528
"Hawkes_correct",364,0.487429094368736
"Hawkes_correct",365,0.0197043670337962
"Hawkes_correct",366,0.0106224419063778
"Hawkes_correct",367,2.73464594328385
"Hawkes_correct",368,0.501001838490708
"Hawkes_correct",369,3.77500430556302
"Hawkes_correct",370,2.41106564611789
"Hawkes_correct",371,0.198857957649238
"Hawkes_correct",372,0.220605986586634
"Hawkes_correct",373,3.94434343962456
"Hawkes_correct",374,0.555109839725333
"Hawkes_correct",375,1.15954834792581
"Hawkes_correct",376,1.90499993504261
"Hawkes_correct",377,1.0563576057088
"Hawkes_correct",378,0.444673583539213
"Hawkes_correct",379,0.374102096636591
"Hawkes_correct",380,0.580684839730225
"Hawkes_correct",381,1.66982771122503
"Hawkes_correct",382,2.30522897113821
"Hawkes_correct",383,0.678137183366118
"Hawkes_correct",384,0.496281342573013
"Hawkes_correct",385,0.679372626163399
"Hawkes_correct",386,0.534850586227662
"Hawkes_correct",387,1.0555151864682
"Hawkes_correct",388,0.256501148904988
"Hawkes_correct",389,1.30738576851184
"Hawkes_correct",390,0.61429265076913
"Hawkes_correct",391,1.00242639481706
"Hawkes_correct",392,0.841577625329364
"Hawkes_correct",393,2.10934599172072
"Hawkes_correct",394,0.506858421430309
"Hawkes_correct",395,0.335366760417173
"Hawkes_correct",396,0.885875430381816
"Hawkes_correct",397,0.123148132605934
"Hawkes_correct",398,0.627569282180389
"Hawkes_correct",399,1.03164534050427
"Hawkes_correct",400,1.42527058868552
"Hawkes_correct",401,0.877501619689269
"Hawkes_correct",402,0.111390037317847
"Hawkes_correct",403,0.174045685120859
"Hawkes_correct",404,1.34708293018861
"Hawkes_correct",405,0.778558753572497
"Hawkes_correct",406,2.05248354962828
"Hawkes_correct",407,3.22973022830729
"Hawkes_correct",408,1.46554107479682
"Hawkes_correct",409,0.883207367962484
"Hawkes_correct",410,1.74629587814417
"Hawkes_correct",411,0.0627041322245532
"Hawkes_correct",412,1.05952417267991
"Hawkes_correct",413,1.35177288563415
"Hawkes_correct",414,2.08299667158451
"Hawkes_correct",415,1.02649371224794
"Hawkes_correct",416,2.44506139264342
"Hawkes_correct",417,1.41811996805603
"Hawkes_correct",418,2.36052822098969
"Hawkes_correct",419,1.11024080053483
"Hawkes_correct",420,0.0288971544631522
"Hawkes_correct",421,3.98798888758364
"Hawkes_correct",422,0.178512126776695
"Hawkes_correct",423,0.104830918168375
"Hawkes_correct",424,0.501265309785083
"Hawkes_correct",425,0.313658355873542
