"branching_true","mean_n_events","rejection_rate","mean_p_value","median_p_value","mean_branching_hat","sd_branching_hat","mean_observed_LR"
0,153.466666666667,0.0333333333333333,0.562091503267974,0.529411764705882,0.0390183660440738,0.0691657175767428,0.936428462495811
0.05,162.833333333333,0.0666666666666667,0.40718954248366,0.284313725490196,0.0933800524790664,0.112064068089091,1.47380126481213
0.1,168.6,0.266666666666667,0.249019607843137,0.215686274509804,0.0995649633555983,0.0794650639185305,2.98895093443802
0.2,193.7,0.466666666666667,0.0790849673202614,0.0588235294117647,0.185277375110478,0.0677369915470063,6.16129762103516
0.3,216.266666666667,0.933333333333333,0.0261437908496732,0.0196078431372549,0.279575241050358,0.084786135948918,12.7490394008257
0.4,259.2,1,0.0196078431372549,0.0196078431372549,0.390448259011883,0.0805805398857541,33.5686717954452
0.5,307.366666666667,1,0.0196078431372549,0.0196078431372549,0.464714395720568,0.10290701918109,50.1734948727992
