"n_events","mu_true","alpha_true","beta_true","branching_true","mu_hat_hawkes","alpha_hat","beta_hat","branching_hat","mu_hat_poisson"
1170,0.8,0.35,1.2,0.291666666666667,0.824134626690169,0.497927828997279,1.68144777813952,0.296130415390138,1.17
