"T_end","replicate","n_events","gamma0_hat","gamma1_hat","alpha_hat","beta_hat","branching_hat","neg_loglik","convergence"
50,29,51,-0.653418272538574,1.21732569574631,0.329760108534606,2.30479753153531,0.143075521395122,36.9339840292324,0
50,30,47,-0.60832313961518,1.16636000176428,0.0472743303975109,0.787188738552976,0.0600546324943767,37.8564178863348,0
100,1,120,-0.66918949733937,1.091458348123,0.346370372876415,1.07510391110219,0.322173856219459,66.7832799662921,0
100,2,138,-0.351206187361589,0.727366827922268,0.381515038891556,1.10385013858112,0.34562213253146,71.9954821640239,0
100,3,124,-0.247593930500983,0.960652535685766,0.839175873908554,11.04488478173,0.0759786897276359,69.7010113802338,0
100,4,111,-0.424994880065447,0.834829106395447,0.524290800460788,2.65285674988248,0.197632533488291,79.267595531621,0
100,5,110,-0.430103574793361,1.15188235944166,0.599900667835024,33.0648591650715,0.0181431490404996,69.2954599668401,0
100,6,113,-0.310326091392936,0.866733487309133,0.43089651536376,4.31970841167711,0.0997512966845061,77.1550745973497,0
100,7,97,-0.670503645953296,1.04873812762984,0.301999604906807,1.65636506245399,0.182326717553061,75.9498404600662,0
100,8,116,-0.681990554508653,1.33617088150699,0.194116855235178,1.09613744930228,0.17709170994818,58.6709965695638,0
100,9,129,-0.892541823055601,1.30528685120747,0.213498352252433,0.501772504530999,0.425488344467953,63.7340140342764,0
100,10,118,-0.445683112904257,0.80365488944138,0.424867666455867,1.54779238839828,0.274499131563463,74.5780234231448,0
100,11,116,-0.277599962360352,0.533725874477015,0.423042242771153,1.79633701618433,0.23550271411194,85.9592069556098,0
100,12,159,-0.234520954453903,0.972650855859822,0.227015148085039,0.854949236993804,0.265530558145505,52.9320987355095,0
100,13,131,-0.40875139800573,1.00149943031669,0.161707238849669,0.673102631731533,0.240241578663395,65.4911932633318,0
100,14,146,-0.57883424257347,0.777389559078116,0.545471519708268,1.09462672144816,0.498317379815675,59.961870054626,0
100,15,148,-0.496077722596294,1.27941472323288,0.394431787658058,1.55147989634096,0.254229390009044,43.9607402537642,0
100,16,120,-0.630602502281747,0.987336835052827,0.633963394274585,1.87418995826392,0.338259946105906,64.5867430072972,0
100,17,139,-0.167464766633391,0.709435469868849,0.402259451880243,1.7842841190184,0.225445851135827,73.2170631878364,0
100,18,119,-0.516403375255693,0.896066449646291,0.55716599360104,1.88911011300803,0.294935689436263,72.1272686056142,0
100,19,107,-0.684027906818322,1.09618667573397,0.518561839130426,2.09621313230624,0.247380302669847,69.729079012709,0
100,20,118,-0.173125147287103,0.789269729250756,0.537696720961215,10.0751987415084,0.053368348829287,80.2728663846304,0
100,21,113,-0.395126211772408,0.923696544772771,0.334464129768687,2.3129214219526,0.144606784560078,75.6855307979874,0
100,22,118,-0.603423627762656,0.846453510924281,0.760855394305786,2.08874453816093,0.364264456665291,73.6556754710391,0
100,23,115,-0.543016181044263,0.855834778108681,0.432971511111518,1.42533350269799,0.303768563842745,75.2728027166887,0
100,24,115,-0.759746556714217,0.814484761322106,0.823002562198916,1.81836175339038,0.452606617283061,71.6464145899726,0
100,25,111,-0.741615871437785,0.753633598921333,0.390694219460922,0.88053576759355,0.443700567131606,74.8022705519576,0
100,26,143,-0.293417958901318,0.878370912471335,0.332122565120454,1.21997410218964,0.27223738973176,65.115218926997,0
100,27,114,-0.488412238911156,0.810699365157993,1.0833649216417,3.91573848719339,0.276669375440903,71.9900020540063,0
100,28,94,-0.777575370156682,0.654590414639073,0.412725023560567,1.0425568929835,0.395877698702338,82.7020161019653,0
100,29,125,-0.495103066902872,0.923833007904024,0.443691442577919,1.46664241368397,0.302521895206506,71.7226059991197,0
100,30,145,-0.74179742678619,0.907387759523489,0.479699940682842,0.880016215852985,0.545103524277534,63.9027702919948,0
200,1,225,-0.192330876814179,0.790567484794416,1.3560749197272,12.4292519032452,0.109103502791921,155.712953412345,0
200,2,200,-0.407543019530401,0.798930650917548,0.23496315078623,1.24135755334011,0.189279188863851,164.477561362147,0
200,3,209,-0.678670467934766,1.10680210475452,0.238034354485396,0.79009596483926,0.30127271252907,139.636202979454,0
200,4,263,-0.356091011321612,0.901387476449257,0.606945442682439,1.91227905892484,0.317393761046408,121.016032228814,0
200,5,229,-0.376954556668823,0.885224613900972,0.287790013310509,1.18998026688211,0.24184435769221,145.53808500967,0
200,6,262,-0.201648875520408,0.934996278956011,0.327917865065414,1.76054817726976,0.186258955761123,124.533673308845,0
200,7,241,-0.238046253378072,0.711736624426362,0.405967079626859,1.74222841009975,0.233015991056888,156.655000775751,0
200,8,224,-0.401844810619488,0.994661234470853,0.514500454682728,2.63047726914645,0.195592054992239,134.156546901806,0
200,9,228,-0.518711626998439,0.872117405291193,0.302375288745955,0.870059228444056,0.34753414349354,147.213367881456,0
200,10,178,-0.723885785806072,1.13621866748715,0.769902464980878,3.81410731755085,0.201856529164275,133.587906055695,0
200,11,222,-0.585223037458166,1.12209443458991,0.189640713001439,0.694615011223114,0.273015569685875,133.065439984147,0
200,12,263,-0.824243737458244,1.38341063789654,0.0640584902530623,0.150121925578314,0.426709756128493,140.458169327112,0
200,13,223,-0.512484189629938,1.05938778339628,0.211081636027489,0.845753131834855,0.249578308471113,140.376952324103,0
200,14,245,-0.149139233453035,0.885875051382777,0.346258287635286,3.2843616635014,0.105426357725217,143.94526356869,0
200,15,218,-0.285975928816865,0.970111228510275,0.566392011732503,6.80281932981462,0.0832584233495934,143.844664809836,0
200,16,204,-0.35704821448139,0.936991261017884,0.260149954466696,2.51088128946554,0.103609021883337,152.781023695257,0
200,17,197,-0.513558569685805,0.859060818217818,0.260165316163085,1.08083873650077,0.240706876407274,158.030204439757,0
200,18,249,-0.304600913467794,0.892069405831099,0.236655461605507,0.963727495269714,0.245562633386604,139.641652734773,0
200,19,227,-0.234015284881261,0.736287889567271,0.402188477142231,2.31593410764092,0.173661450822499,160.316087593221,0
200,20,216,-0.326128038993386,0.7782352416579,0.540644627836588,2.80317407308752,0.192868731566535,159.682775096178,0
200,21,208,-1.05026727850562,1.5691682073669,0.0751662088659663,0.222271830609221,0.338172447043534,130.343568844356,0
200,22,223,-0.753358929008,0.973484313864956,0.508266895943642,1.16203178642032,0.437395002342728,137.081385814091,0
200,23,232,-0.24247041341098,1.02559284387859,0.137952455446999,1.91844639196326,0.0719084234122506,135.11437688142,0
200,24,191,-0.443882719160918,0.800765108474656,0.145444769812377,0.800551441025824,0.181680729505657,168.271568967156,0
200,25,234,-0.716684415025066,0.963770946962362,0.372754908153074,0.829200619103342,0.449535250656413,135.52946521162,0
200,26,215,-0.396388784703098,0.912705341387624,0.236783875501029,1.22472375105111,0.193336558793614,149.969889286599,0
200,27,221,-0.456422064029681,0.8770580803615,0.435257085689757,1.59025043568389,0.27370348463547,144.712130649161,0
200,28,201,-0.376481159283893,0.793917630272556,0.707280609085709,4.17746610182417,0.169308521444821,158.229615369911,0
200,29,208,-0.539389782292777,0.772290318267752,0.363591193030896,1.11848998960107,0.32507326521588,163.614858658489,0
200,30,180,-1.43382404709245,1.72121506049133,0.0894643435903308,0.218605236350868,0.409250688975894,140.743299796981,0
400,1,463,-0.394839758867566,0.920613475089679,0.179731237327695,0.724358089860331,0.248124843007346,287.701108943546,0
400,2,421,-0.606382514656398,0.895965925501724,0.485183372467023,1.42774583634946,0.339824750396448,280.535838894206,0
400,3,390,-0.759116575513449,1.08718543737404,0.308786839481804,0.969439413162274,0.318521029049719,279.234887695368,0
400,4,448,-0.433017224529162,0.895643310779978,0.454733182627989,1.73676298919273,0.261828001550951,290.875312731559,0
400,5,451,-0.366262876413193,0.695544334700979,0.472430744581702,1.63827972153954,0.288370012990055,322.63913411498,0
400,6,422,-0.559009138923649,0.949918171778824,0.22731865180275,0.787578907678876,0.288629684703842,300.458847276085,0
400,7,469,-0.328824644779181,0.846371475856555,0.386517264673511,1.6310248700252,0.236978155132324,291.500809460309,0
400,8,438,-0.55934481340083,0.863770368701266,0.449601019956949,1.30081274602069,0.345630853735344,293.852802562047,0
400,9,452,-0.493338533442921,0.76422723055636,0.240323554336625,0.678865682490385,0.354007516560581,309.731881784876,0
400,10,399,-0.515790686370348,0.889579211052457,0.527028668290776,2.20054872828887,0.239498749341755,298.655730300406,0
400,11,471,-0.211597147316146,0.639185208571363,0.417049946544489,1.89293387623477,0.220319342255126,329.903163833802,0
400,12,412,-0.437652806707131,0.771019538425896,0.314231453031276,1.2638590442801,0.248628559057599,319.71631680147,0
400,13,453,-0.440335865814019,0.997524388471442,0.335957760569574,1.43450798952319,0.234197204214415,271.735632902661,0
400,14,430,-0.354736591797752,0.801868941050552,0.253082640432161,1.22679225047444,0.206296249698583,315.092426095817,0
400,15,484,-0.354080011098332,0.812088667528878,0.344564000142189,1.18407158336204,0.290999298508489,295.657096010781,0
400,16,391,-0.700962155516067,0.959985332162378,0.348751462205811,1.05492124740468,0.330594784268315,289.563381631973,0
400,17,461,-0.48340512709525,0.893149374210836,0.49372294798334,1.54647043150687,0.319257929491907,278.783489772926,0
400,18,404,-0.57600786759388,0.979544198208444,0.233957342201636,0.908004926223118,0.257660873245248,290.019438607354,0
400,19,436,-0.424641561054838,0.891264345653435,0.313381092178698,1.31857693845441,0.237666140700165,295.125266590724,0
400,20,455,-0.578135994131701,0.987894692887382,0.384849379226215,1.13266097261271,0.339774556139674,269.494715515157,0
400,21,491,-0.310936418807043,0.969595106142182,0.582824138782479,2.80004615459429,0.208148047069219,250.44356284068,0
400,22,433,-0.619525375053868,1.01313759697678,0.234938550163165,0.723696276976262,0.324636947345897,281.30216091459,0
400,23,372,-0.6487287345342,1.02964345661651,0.340291059917158,1.48795466109552,0.228697196772524,286.001451707941,0
400,24,466,-0.627260102745544,1.07340577096008,0.443929045285957,1.25298187963003,0.354298056901698,231.463682249028,0
400,25,467,-0.420163671254269,0.806168503545862,0.226168857172604,0.718621108122762,0.314726153484998,304.601153179787,0
400,26,399,-0.549568832579459,0.967523199268531,0.331281880347017,1.42017309542137,0.23326866380941,296.720128277996,0
400,27,415,-0.564745543872228,0.917402170678189,0.238010497777721,0.807827868999016,0.294630213825924,303.10187539325,0
400,28,448,-0.410934427572342,0.856293806020034,0.225772465371953,0.864880867352267,0.261044583010756,305.056413227129,0
400,29,522,-0.355507630946197,0.957328512840041,0.451537012684826,1.54346115422035,0.292548349176246,235.373073348002,0
400,30,430,-0.511247374406071,1.03213527524769,0.252400128712047,1.08366999249514,0.232912353816219,274.535043288271,0
