"gamma1_true","replicate","n_events","mu_hat","alpha_hat","beta_hat","branching_hat","neg_loglik","convergence"
1.25,24,240,0.306947159797433,0.515230303077743,0.691550467993563,0.745036446251872,138.739241986427,0
1.25,25,266,0.375720607314476,0.632135068625271,0.87748082507864,0.720397586543978,128.77699731425,0
1.25,26,241,0.263060459375669,0.547280867597757,0.697164765922707,0.785009361271182,123.469150224596,0
1.25,27,236,0.278589565308805,0.498725467144098,0.645996000328312,0.772025626924366,142.770131939556,0
1.25,28,224,0.367689117074912,0.418900904531074,0.615057143871925,0.681076398680612,163.70728321681,0
1.25,29,241,0.308658389969024,0.578159743470359,0.767299503381784,0.75349943655924,133.840096926948,0
1.25,30,237,0.325392697147619,0.545837272322114,0.751583126638781,0.726250035392891,139.706016391206,0
1.5,1,291,0.297743196826092,0.721496658905542,0.907127649666784,0.795363981210991,75.67137388579,0
1.5,2,272,0.314941129448414,0.674608410306483,0.873204232901835,0.772566582808036,101.183312494719,0
1.5,3,271,0.261460925420049,0.722328713025365,0.889967481362471,0.811634950885549,100.711623009086,0
1.5,4,255,0.29817356547867,0.642558742678029,0.837785081773084,0.766973244878175,102.119604058075,0
1.5,5,255,0.371237987348973,0.557838060416904,0.776452682287185,0.71844437290588,132.274843232493,0
1.5,6,275,0.349354377195924,0.749911496897553,1.00280868246862,0.747811132878799,105.035657184004,0
1.5,7,281,0.297935192481028,0.948267459091789,1.20051774936415,0.789882081788492,74.6410768193444,0
1.5,8,287,0.280216824176563,0.746848646295077,0.924014006796491,0.808265503338378,76.5138776328193,0
1.5,9,289,0.341352845160638,0.533527258596,0.691370237208806,0.771695438828771,107.665787014872,0
1.5,10,298,0.283243446408519,0.672573169527312,0.826648995860175,0.813613967833423,82.9342417946534,0
1.5,11,284,0.32992324786866,0.91352330171219,1.18693959682601,0.769645990541589,71.5771601476409,0
1.5,12,285,0.289148099747997,0.788356409046696,0.984227138656666,0.800990318274188,69.4727667733832,0
