"branching_true","alpha_true","beta_true","replicate","n_events","observed_LR","branching_hat","p_empirical","p_corrected","reject","max_boot_LR","mean_boot_LR"
0.3,0.36,1.2,17,231,15.0816771577612,0.236821918340994,0,0.0196078431372549,TRUE,6.48140389122904,0.919848055531061
0.3,0.36,1.2,18,198,5.36076021659363,0.181234015544673,0,0.0196078431372549,TRUE,3.20774400741175,0.435066311865442
0.3,0.36,1.2,19,203,5.83551442951489,0.1809714801428,0.1,0.117647058823529,FALSE,8.64452048049833,1.49324521730113
0.3,0.36,1.2,20,230,7.93405276072104,0.263631107192304,0,0.0196078431372549,TRUE,5.10990848727079,0.834183414598381
0.3,0.36,1.2,21,241,28.3128263192929,0.401470985368255,0,0.0196078431372549,TRUE,5.44466035883613,0.800197282354225
0.3,0.36,1.2,22,204,17.1681427519684,0.297483438081311,0,0.0196078431372549,TRUE,7.21896625880828,0.999164527755288
0.3,0.36,1.2,23,205,3.89505224527937,0.22656847957875,0.02,0.0392156862745098,TRUE,4.15417916648579,0.629196048250491
0.3,0.36,1.2,24,206,7.15846232676597,0.253363288394362,0,0.0196078431372549,TRUE,6.70032251539288,0.829069666930519
0.3,0.36,1.2,25,186,9.24639303226314,0.241144266800049,0,0.0196078431372549,TRUE,8.47904025136586,0.680155786113204
0.3,0.36,1.2,26,237,6.6380295640684,0.229537346739799,0,0.0196078431372549,TRUE,4.47820094044738,0.515806484859863
0.3,0.36,1.2,27,242,7.79787495625754,0.168627169013919,0,0.0196078431372549,TRUE,6.34807758580155,0.850554046457142
0.3,0.36,1.2,28,224,7.16372325157232,0.15134199460095,0,0.0196078431372549,TRUE,6.09786572658061,0.68962317020071
0.3,0.36,1.2,29,191,8.73271752712708,0.25415825318503,0,0.0196078431372549,TRUE,7.60850510099237,0.774322334177066
0.3,0.36,1.2,30,230,10.0686244803317,0.126062065740777,0,0.0196078431372549,TRUE,5.38567663619284,0.675874441561793
0.4,0.48,1.2,1,269,23.4494645065847,0.367310859292945,0,0.0196078431372549,TRUE,6.8406522755773,0.627668832555579
0.4,0.48,1.2,2,252,24.1970054841609,0.468593952364333,0,0.0196078431372549,TRUE,5.98684891999636,0.952426376646025
0.4,0.48,1.2,3,282,54.4454184919063,0.424703731109975,0,0.0196078431372549,TRUE,7.50157239426932,0.705806846073339
0.4,0.48,1.2,4,291,11.3516920441626,0.29066317778418,0,0.0196078431372549,TRUE,5.68105231890812,0.762191709866174
0.4,0.48,1.2,5,269,14.3064661118546,0.321131850824722,0,0.0196078431372549,TRUE,5.11637808668775,0.98223294820738
0.4,0.48,1.2,6,247,28.1906188411868,0.374571882606485,0,0.0196078431372549,TRUE,7.77079541858365,1.08242397164803
0.4,0.48,1.2,7,251,27.0300577397278,0.355454978599403,0,0.0196078431372549,TRUE,4.02589942361004,0.55097604978838
0.4,0.48,1.2,8,309,66.2785172693277,0.508372189329736,0,0.0196078431372549,TRUE,5.3967458664315,0.900475451887921
0.4,0.48,1.2,9,245,41.8498103920233,0.387727915422327,0,0.0196078431372549,TRUE,8.93906032212124,0.991273450649027
0.4,0.48,1.2,10,214,41.5131112590391,0.406420695661303,0,0.0196078431372549,TRUE,8.93562651532585,0.869665668747485
0.4,0.48,1.2,11,259,28.8480433233924,0.257122353765675,0,0.0196078431372549,TRUE,7.89206012050496,0.958167193424044
0.4,0.48,1.2,12,242,8.81594017820919,0.210222833018719,0,0.0196078431372549,TRUE,5.44481705921555,0.603694845945701
0.4,0.48,1.2,13,294,43.6557955318563,0.454390314784109,0,0.0196078431372549,TRUE,8.49963367310198,1.06837104901724
0.4,0.48,1.2,14,234,27.499654229087,0.367610205914168,0,0.0196078431372549,TRUE,6.02577607668223,0.80167736554108
0.4,0.48,1.2,15,294,45.9707864718366,0.496711082785354,0,0.0196078431372549,TRUE,6.00143894220184,0.961735082322031
0.4,0.48,1.2,16,243,61.6407059664051,0.515614458109671,0,0.0196078431372549,TRUE,7.30307642007131,0.774106921470883
0.4,0.48,1.2,17,238,45.9960170692344,0.471183950499003,0,0.0196078431372549,TRUE,5.06630813197552,0.720688064411005
0.4,0.48,1.2,18,270,46.7517012494271,0.485676744398601,0,0.0196078431372549,TRUE,8.4676141406508,0.858012630384949
0.4,0.48,1.2,19,265,51.4997053988646,0.464273344199045,0,0.0196078431372549,TRUE,3.22520384909456,0.685411833828962
0.4,0.48,1.2,20,270,19.9441368436755,0.30677104913442,0,0.0196078431372549,TRUE,3.3938205366145,0.459353084927002
0.4,0.48,1.2,21,240,37.9390169764496,0.405335775038948,0,0.0196078431372549,TRUE,6.54883351626654,0.695368675226165
0.4,0.48,1.2,22,239,46.3029144424441,0.401762615607732,0,0.0196078431372549,TRUE,9.69437080527746,0.949769080336851
0.4,0.48,1.2,23,267,7.88471869375019,0.265909711917813,0,0.0196078431372549,TRUE,5.53149295468847,1.09543490053969
0.4,0.48,1.2,24,254,26.2227704403875,0.340976748062691,0,0.0196078431372549,TRUE,5.6169065575333,0.782804801290766
0.4,0.48,1.2,25,256,35.3169262190396,0.454171512132348,0,0.0196078431372549,TRUE,9.15510703309241,0.89346736445598
0.4,0.48,1.2,26,277,12.1708133434293,0.279743288015569,0,0.0196078431372549,TRUE,5.27004758620211,0.521982369255598
0.4,0.48,1.2,27,260,24.9067793603419,0.391611725063587,0,0.0196078431372549,TRUE,8.01380707266378,1.18198712130909
0.4,0.48,1.2,28,248,29.5525508022996,0.444755336430782,0,0.0196078431372549,TRUE,5.4890500935723,0.66450811183312
0.4,0.48,1.2,29,241,19.374195585815,0.361631616865628,0,0.0196078431372549,TRUE,4.19916414104807,0.610922303168656
0.4,0.48,1.2,30,256,54.1548195974362,0.433021871617208,0,0.0196078431372549,TRUE,5.10585591810309,0.850713148507384
0.5,0.6,1.2,1,241,22.0911204399614,0.327453003679519,0,0.0196078431372549,TRUE,8.55667890741529,0.805348364446757
0.5,0.6,1.2,2,352,119.949717587345,0.631412555210326,0,0.0196078431372549,TRUE,5.44204800755182,0.719812297843927
0.5,0.6,1.2,3,296,51.3947801936139,0.486738907420322,0,0.0196078431372549,TRUE,13.3304706858948,1.31261752481575
0.5,0.6,1.2,4,347,50.143300994983,0.443378319769159,0,0.0196078431372549,TRUE,5.08001242862673,0.679807926027995
0.5,0.6,1.2,5,253,12.6193644843426,0.296586358471776,0,0.0196078431372549,TRUE,3.73880503106281,0.399049149023169
0.5,0.6,1.2,6,380,101.301914418747,0.671534510030394,0,0.0196078431372549,TRUE,7.546980463685,1.41595869336078
0.5,0.6,1.2,7,277,33.7310010153296,0.354247184172177,0,0.0196078431372549,TRUE,8.29102794199434,1.52249799961505
0.5,0.6,1.2,8,335,56.3219823729019,0.47817620415313,0,0.0196078431372549,TRUE,4.3566224106726,0.546971569363001
