"model","n","mean_z","var_z","median_z","ks_statistic","ks_p_value","acf_lag1","acf_lag5","ljung_box_lag5_statistic","ljung_box_lag5_p_value","ljung_box_lag10_statistic","ljung_box_lag10_p_value"
"Hawkes_correct",1125,0.998542388946795,1.05597378078404,0.689217522940453,0.0308533312341591,0.234497135882139,-0.0377053978393268,-0.030026425416866,4.16076476830727,0.526509740003726,7.80667487508944,0.647714152468848
"Poisson_wrong",1125,0.998513596352956,1.50432151579456,0.578368093121867,0.0751331270314021,6.0948093890365e-06,0.0239875880159505,-0.0231593537362184,5.06858582701059,0.407567402297595,9.11797019970935,0.520945630742118
