"observed_LR","p_value","observed_branching_hat","gamma0_true","gamma1_true","alpha_true","beta_true","branching_true","gamma0_null_hat","gamma1_null_hat","B"
25.9582221073698,0,0.366440527232856,-0.5,0.9,0.35,1.2,0.291666666666667,-0.248647095503266,0.965768615172203,100
