"n_events","mu0_null","mu1_null","mu0_full","mu1_full","alpha_full","beta_full","loglik_null","loglik_full","LR","p_chisq","conv_null","conv_full","boot_id"
155,-0.548010175721202,0.708125896099746,-0.649573338903097,0.735026890648918,0.06289477588678,0.708984639134158,-207.151778636078,-206.724076513684,0.855404244787564,0.355027985011852,0,0,19
155,-0.558731733020845,0.742773339435219,-0.971276084386239,0.984459171659648,0.0396034200421739,0.143282870723919,-204.92936997026,-203.266069090882,3.32660175875588,0.0681675834629862,0,0,20
148,-0.594236291829482,0.707981171001961,-0.610005310577552,0.717284249985062,0.387979961110855,35.9188825437369,-204.645221429358,-204.294839771932,0.700763314852679,0.402527328216074,0,0,21
161,-0.56298834638753,0.862399091761727,-0.563189676285419,0.862479134065391,0.0058464892288521,49.5018538923353,-197.927219728364,-197.926913140326,0.000613176076285527,0.98024448838814,0,0,22
154,-0.565602408342071,0.744047464930055,-0.79116439546316,0.88328799072338,0.0577604609753146,0.355763268819234,-204.521274888902,-203.399486138148,2.2435775015079,0.134170242083385,0,0,23
136,-0.639369513489029,0.552967212419368,-0.639374158677468,0.553002893233065,0.000501661413790811,22.5028407495804,-207.110717968131,-207.110893891119,0,1,0,0,24
151,-0.601022522735052,0.791372228509674,-0.661095972449685,0.817097901981346,0.0232464205253823,0.466215582951979,-200.378046130617,-200.283349415077,0.189393431078429,0.663421939688499,0,0,25
134,-0.745255573536628,0.858913186251145,-0.745174359324938,0.858946085627836,4.92588313070424e-05,4.41513944277349,-189.562620874065,-189.562925048769,0,1,0,0,26
131,-0.716541629503451,0.709209541882019,-1.104178167698,0.952463410602302,0.00230123564751075,4.61812151324204e-06,-197.053996272044,-194.189511943643,5.72896865680252,0.0166872800917066,0,0,27
143,-0.640315564239458,0.745226833453098,-0.656154926009668,0.751141452286984,0.599814339383222,55.9728586348263,-200.423826462973,-199.855670944801,1.13631103634418,0.286433175729396,0,0,28
146,-0.620287157487446,0.747797731812729,-0.689635953945425,0.74457661340942,0.365674155936857,5.52495695489281,-201.441373848406,-199.872574158607,3.13759937959844,0.0765063382693829,0,0,29
146,-0.591872392415134,0.651219862918892,-0.912831173111492,0.850386283438425,0.0294795347037137,0.127148602555209,-207.065792722206,-206.165784672366,1.80001609967997,0.179710548518405,0,0,30
