"mu_true","alpha_true","beta_true","branching_true","mu_hat","alpha_hat","beta_hat","branching_hat","neg_loglik","convergence"
0.8,0.35,1.2,0.291666666666667,0.836213028305805,0.378755657819325,1.47876230950235,0.256130180885384,962.269256020775,0
