"n_events","usual_D","usual_p","corrected_D","corrected_p","subsampled_D","subsampled_p","mean_z","var_z","median_z","n_nonpositive_corrected"
679,0.0279329974109386,0.66448181121834,0.0267565091503281,0.715872714363409,0.184282201462703,0.301938477661598,0.997508641470632,0.980004109911557,0.66219546914283,0
