"b","n_events","lrt_stat","convergence","error"
173,486,-0.00052237965257973,0,FALSE
174,467,3.17114986664831,0,FALSE
175,465,-0.000985013370268462,0,FALSE
176,465,-0.00224085451998235,0,FALSE
177,447,-0.00120769607678994,0,FALSE
178,448,-0.00132246789280543,0,FALSE
179,418,2.29411877363032,0,FALSE
180,476,2.62709227549499,0,FALSE
181,446,0.0465095108517062,0,FALSE
182,444,0.000626582614700055,0,FALSE
183,436,-0.00191477328303336,0,FALSE
184,418,-0.00237392885242116,0,FALSE
185,494,0.663585137001292,0,FALSE
186,434,-0.00167350582057679,0,FALSE
187,481,-0.00232645199548642,0,FALSE
188,413,0.380308714205853,0,FALSE
189,432,0.140644710134666,0,FALSE
190,455,2.55058576210297,0,FALSE
191,435,-0.00243711346763575,0,FALSE
192,460,-0.00240935662782249,0,FALSE
193,456,1.51796631713478,0,FALSE
194,454,-0.00132206360217424,0,FALSE
195,448,0.179128657625483,0,FALSE
196,454,0.576765024653355,0,FALSE
197,454,-0.00219363716610133,0,FALSE
198,475,0.641650896281931,0,FALSE
199,449,0.253192480582925,0,FALSE
200,473,1.61936250385645,0,FALSE
