"b","n_events","lrt_stat","convergence","error"
1,245,4.2039338090899,0,FALSE
2,244,-0.000572619568629307,0,FALSE
3,267,1.28763025136891,0,FALSE
4,254,1.54601747265974,0,FALSE
5,274,-0.0027060660281677,0,FALSE
6,250,0.112485061737289,0,FALSE
7,244,1.6980215316587,0,FALSE
8,244,-0.0014136943664198,0,FALSE
9,249,-0.00011260092151133,0,FALSE
10,255,0.0282329636197574,0,FALSE
11,229,0.00330075582712652,0,FALSE
12,244,2.68014039579521,0,FALSE
13,258,-0.00303332780617893,0,FALSE
14,258,0.45383685637114,0,FALSE
15,243,0.00570040305524344,0,FALSE
16,235,2.32261718453537,0,FALSE
17,264,0.331943363206165,0,FALSE
18,230,4.31695662332129,0,FALSE
19,250,-0.000645249620561117,0,FALSE
20,228,-0.00272330738437176,0,FALSE
21,234,0.628027898414302,0,FALSE
22,235,1.58503068429934,0,FALSE
23,251,2.92434486410082,0,FALSE
24,242,0.00144396468795094,0,FALSE
25,248,2.81985922007391,0,FALSE
26,245,0.997729810588908,0,FALSE
27,258,0.0894760587246992,0,FALSE
28,259,0.0400770929429655,0,FALSE
29,234,0.0757481693188993,0,FALSE
30,249,1.14739171546626,0,FALSE
31,228,0.0149392566331699,0,FALSE
32,251,-0.00679910474866574,0,FALSE
33,232,-0.00124645688333658,0,FALSE
34,226,-0.00162619605782766,0,FALSE
35,249,0.572499683198771,0,FALSE
36,274,-0.00325393020443698,0,FALSE
37,257,0.0881562400124949,0,FALSE
38,244,0.0123433992006312,0,FALSE
39,238,3.73464147761376,0,FALSE
40,274,0.685964923614733,0,FALSE
41,271,1.01803582521995,0,FALSE
42,229,0.000410004986747481,0,FALSE
43,221,-0.00163906073123599,0,FALSE
44,248,4.18373480618061,0,FALSE
45,246,1.21192125884431,0,FALSE
46,273,0.682024353884572,0,FALSE
47,237,0.800221831554495,0,FALSE
48,238,5.68182153120711,0,FALSE
49,242,-0.00886968632244134,0,FALSE
50,247,0.0966483933502786,0,FALSE
51,244,0.0194945606206147,0,FALSE
52,246,-0.00731434653823726,0,FALSE
53,238,4.31951453740555,0,FALSE
54,227,0.648739821621348,0,FALSE
55,263,0.7775092073407,0,FALSE
56,270,0.796488229653733,0,FALSE
57,222,4.64727639915077,0,FALSE
58,253,-0.00325547186355379,0,FALSE
59,250,-0.00655895416650765,0,FALSE
60,233,0.480902602139167,0,FALSE
61,227,0.22682506236913,0,FALSE
62,216,12.144480493786,0,FALSE
63,247,-0.00377316106585113,0,FALSE
64,251,0.0783750975521116,0,FALSE
65,252,1.08884952154665,0,FALSE
66,255,0.441336150036477,0,FALSE
67,266,1.97430345461771,0,FALSE
68,238,-0.00902788063331172,0,FALSE
69,253,0.725070228413301,0,FALSE
70,225,-0.000819985868247386,0,FALSE
71,255,2.55344586364367,0,FALSE
72,258,0.670526271584322,0,FALSE
73,258,-0.00069821951456106,0,FALSE
74,258,-0.00193691977392518,0,FALSE
75,251,0.691915137489445,0,FALSE
76,278,3.41630779776597,0,FALSE
77,289,0.0228376362889549,0,FALSE
78,239,0.388871000458039,0,FALSE
79,259,2.03890974336662,0,FALSE
80,254,0.173744722026868,0,FALSE
81,224,0.164538046205394,0,FALSE
82,226,-0.00393171944483584,0,FALSE
83,238,-0.00147597868192406,0,FALSE
84,248,2.10891221294264,0,FALSE
85,220,2.86767725112054,0,FALSE
86,236,0.0010764664529006,0,FALSE
87,239,-0.0037155947827614,0,FALSE
88,234,-0.00290165861781588,0,FALSE
89,235,0.0247850830944571,0,FALSE
90,254,-0.00245575061103409,0,FALSE
91,245,-0.00215030056392607,0,FALSE
92,242,2.52071468814006,0,FALSE
93,238,-0.000559876027864448,0,FALSE
94,227,4.34178082549215,0,FALSE
95,224,0.118999486568896,0,FALSE
96,247,2.99481985883892,0,FALSE
97,266,0.0186504253581461,0,FALSE
98,247,0.00197296167220884,0,FALSE
99,242,1.75447060936119,0,FALSE
100,232,3.9086621449286,0,FALSE
101,241,0.262437722127629,0,FALSE
102,233,0.0247516092363185,0,FALSE
103,233,1.78360873949737,0,FALSE
104,247,3.83126941575506,0,FALSE
105,259,8.78302829016957,0,FALSE
106,242,0.223946278420499,0,FALSE
107,237,-0.00144465364360258,0,FALSE
108,229,3.89923380523248,0,FALSE
109,254,0.056572944397999,0,FALSE
110,239,0.00392260021817492,0,FALSE
111,248,1.60342890704453,0,FALSE
112,230,-0.0016359363024776,0,FALSE
113,258,1.43276613649903,0,FALSE
114,243,0.526775129697967,0,FALSE
115,211,3.06191735407265,0,FALSE
116,234,0.0251372862164772,0,FALSE
117,238,-0.00100466167396007,0,FALSE
118,269,6.90375972321726,0,FALSE
119,228,0.0321763276449474,0,FALSE
120,251,0.0920538525886059,0,FALSE
121,270,-0.00183050073928825,0,FALSE
122,249,5.18616188343788,0,FALSE
123,234,0.43383430425331,0,FALSE
124,257,-0.000556545151539467,0,FALSE
125,240,2.12902603618784,0,FALSE
126,241,0.855086443898244,0,FALSE
127,256,3.11861652543985,0,FALSE
128,231,1.63530191667087,0,FALSE
129,244,-0.00905091458321294,0,FALSE
130,263,-0.000828458587989189,0,FALSE
131,267,0.355860008563241,0,FALSE
132,220,-0.000728126344256452,0,FALSE
133,241,3.97697334117163,0,FALSE
134,249,0.058113534658105,0,FALSE
135,264,1.36914646727087,0,FALSE
136,218,2.82426054851248,0,FALSE
137,251,1.45102217302656,0,FALSE
138,234,-0.00248730758301008,0,FALSE
139,271,0.877582107767012,0,FALSE
140,240,0.222148347915208,0,FALSE
141,234,0.341511051253519,0,FALSE
142,206,0.260180206640598,0,FALSE
143,268,2.33069011042028,0,FALSE
144,224,-0.00299996398143776,0,FALSE
145,255,3.80383198728487,0,FALSE
146,242,6.30752329737652,0,FALSE
147,249,0.263484777316307,0,FALSE
148,247,0.154118458974153,0,FALSE
149,240,1.25760535656775,0,FALSE
150,241,0.0532962004884894,0,FALSE
151,241,1.68033505774713,0,FALSE
152,223,1.89852611695767,0,FALSE
153,242,3.12723573889525,0,FALSE
154,224,-0.000764944181810279,0,FALSE
155,260,2.06629839271193,0,FALSE
156,257,-0.00185663019078675,0,FALSE
157,267,-0.00261198211035207,0,FALSE
158,240,-0.0013752512982137,0,FALSE
159,236,2.8973906950431,0,FALSE
160,256,3.64413373945513,0,FALSE
161,286,1.38253088473061,0,FALSE
162,230,0.287345872176274,0,FALSE
163,249,0.762578016221255,0,FALSE
164,238,0.924562920259291,0,FALSE
165,231,1.19546925778798,0,FALSE
166,256,0.10133689467375,0,FALSE
167,265,0.335317533005764,0,FALSE
168,201,3.4002311347532,0,FALSE
169,244,0.109702564351323,0,FALSE
170,244,2.73469198617033,0,FALSE
171,227,-0.00312906893282161,0,FALSE
172,260,-0.0017678662477465,0,FALSE
173,249,1.08525105673482,0,FALSE
174,227,4.62186557809662,0,FALSE
175,233,3.0587771564808,0,FALSE
176,268,0.00580894466941118,0,FALSE
177,251,-0.00189876377544351,0,FALSE
178,248,-0.00110156923801696,0,FALSE
179,258,2.5295106816219,0,FALSE
180,253,1.20172641340162,0,FALSE
181,253,0.862991645583747,0,FALSE
182,234,-0.000512916594971102,0,FALSE
183,265,3.23208718207832,0,FALSE
184,260,-0.00253132092757369,0,FALSE
185,260,0.567814237796256,0,FALSE
186,290,-0.00159616556913988,0,FALSE
187,265,1.51184172147839,0,FALSE
188,250,3.51971070987202,0,FALSE
189,271,4.1922178120858,0,FALSE
190,220,-0.0033469626077931,0,FALSE
191,254,2.77477841096152,0,FALSE
192,260,5.13796050756014,0,FALSE
193,252,-0.00239780910521858,0,FALSE
194,235,-0.00765831125750083,0,FALSE
195,257,0.535475062765272,0,FALSE
196,228,3.04824094156766,0,FALSE
197,243,-0.000881949557538064,0,FALSE
198,244,0.446795043525071,0,FALSE
199,236,0.00117737803236651,0,FALSE
200,253,-0.00114891912994608,0,FALSE
