"rep","case","path_min","path_max","n_events","true_gamma0","poisson_gamma0","hawkes_gamma0","true_gamma1","poisson_gamma1","hawkes_gamma1","true_alpha","est_alpha","true_beta","est_beta","true_branching","est_branching","poisson_loglik","hawkes_loglik","lrt_stat","poisson_convergence","hawkes_convergence","error"
41,"diffusion_positive_control",-2.77312700071925,3.70703403250663,428,-0.916290731874155,-0.279945011708532,-0.726195627752683,0.5,0.35132327612169,0.374417552472642,0.6,0.670042834386648,1.5,1.90155892680675,0.4,0.352365012170218,-467.097178789603,-426.538156269717,81.1180450397732,0,0,FALSE
42,"diffusion_negative_control",-2.46765764045709,3.25824956141012,240,-0.916290731874155,-0.942679184743129,-0.942591591548009,0.5,0.478382375968597,0.478359062557204,0,6.68961582214657e-05,1.5,7.48876959377307,0,8.93286372131012e-06,-390.780977618918,-390.781494679028,-0.0010341202194013,0,0,FALSE
42,"diffusion_positive_control",-2.46765764045709,3.25824956141012,511,-0.916290731874155,-0.268535362455569,-0.923154114072939,0.5,0.592994180951202,0.594905933860742,0.6,0.669096365580293,1.5,1.39503708607206,0.4,0.479626220880075,-415.898761777519,-351.258451877128,129.280619800782,0,0,FALSE
43,"diffusion_negative_control",-3.06454140046373,3.05877734746501,229,-0.916290731874155,-0.961038950421578,-0.96102985510586,0.5,0.559877549376865,0.559870779016526,0,0.000486001990976444,1.5,40.1965505364272,0,1.20906392337327e-05,-368.554974400178,-368.555754853739,-0.00156090712175683,0,0,FALSE
43,"diffusion_positive_control",-3.06454140046373,3.05877734746501,392,-0.916290731874155,-0.331070019605902,-0.872376939667079,0.5,0.386752438598823,0.427661775700957,0.6,0.750807222769412,1.5,1.8451203180071,0.4,0.406915048000963,-455.175232866138,-407.449212976253,95.4520397797709,0,0,FALSE
44,"diffusion_negative_control",-2.98850935116029,3.04411979254706,218,-0.916290731874155,-0.882173972755869,-0.882175874823461,0.5,0.514098982966684,0.514092625099732,0,0.000310060510502495,1.5,17.7465047158453,0,1.74716382446652e-05,-373.168717469312,-373.169540768351,-0.00164659807740009,0,0,FALSE
44,"diffusion_positive_control",-2.98850935116029,3.04411979254706,315,-0.916290731874155,-0.5614365950311,-0.945495397402334,0.5,0.637033144884484,0.630698216547661,0.6,0.514072749073548,1.5,1.60254232651321,0.4,0.320785754340768,-403.880483159895,-379.567316762823,48.6263327941451,0,0,FALSE
45,"diffusion_negative_control",-3.46494884412768,2.55910842913781,192,-0.916290731874155,-1.00172918701478,-1.02674685645503,0.5,0.40740534120797,0.404190259001357,0,1.05734521779703,1.5,41.2936701276687,0,0.0256055035681741,-361.849429742246,-359.852899964382,3.99305955572754,0,0,FALSE
45,"diffusion_positive_control",-3.46494884412768,2.55910842913781,328,-0.916290731874155,-0.485777731331772,-0.872611385711892,0.5,0.469718028759867,0.5054623674863,0.6,0.49334934108563,1.5,1.58066948323132,0.4,0.312114168280827,-434.899039828382,-411.046957113466,47.7041654298308,0,0,FALSE
46,"diffusion_negative_control",-2.63683364000914,2.80563680231011,179,-0.916290731874155,-1.02446241610907,-1.05561401431013,0.5,0.482825146778267,0.478094120989791,0,0.195594325966406,1.5,6.2249575349476,0,0.0314209896000604,-348.350497340894,-347.811710294894,1.07757409199849,0,0,FALSE
46,"diffusion_positive_control",-2.63683364000914,2.80563680231011,344,-0.916290731874155,-0.353719558386352,-0.685435970931693,0.5,0.310925160975238,0.321405768897983,0.6,0.465228582604969,1.5,1.64993002910059,0.4,0.281968674064667,-461.22840298496,-442.334717003558,37.7873719628031,0,0,FALSE
47,"diffusion_negative_control",-2.47421510632138,2.56037699999209,230,-0.916290731874155,-0.879141650680909,-0.940472645609422,0.5,0.435070077101387,0.444605148806201,0,0.0307777886808269,1.5,0.547351589702931,0,0.0562303814583443,-391.938093362788,-391.685282856636,0.505621012303664,0,0,FALSE
47,"diffusion_positive_control",-2.47421510632138,2.56037699999209,334,-0.916290731874155,-0.545617886528043,-1.02500069245275,0.5,0.525602301154168,0.535635068606313,0.6,0.669989075458028,1.5,1.77142346218569,0.4,0.378220730254614,-433.549254425768,-391.362571674945,84.3733655016453,0,0,FALSE
48,"diffusion_negative_control",-2.18643884576436,3.32870101580647,233,-0.916290731874155,-0.976803135331737,-1.11629089923653,0.5,0.509569011422365,0.517064479268972,0,0.14161350034765,1.5,1.12565154168713,0,0.125805806773381,-381.183406612231,-378.724312901282,4.91818742189776,0,0,FALSE
48,"diffusion_positive_control",-2.18643884576436,3.32870101580647,380,-0.916290731874155,-0.499468965600824,-1.03939497791967,0.5,0.526981596778563,0.598196187712215,0.6,0.551150555412918,1.5,1.42494061172687,0.4,0.386788439375718,-432.352320697065,-386.365704650121,91.9732320938882,0,0,FALSE
49,"diffusion_negative_control",-3.22801037382214,2.56323448631534,218,-0.916290731874155,-0.908347172128414,-1.09911895089128,0.5,0.44777748418213,0.500302864789891,0,0.0110279417519637,1.5,0.0685241382980395,0,0.160935139439459,-380.324878783342,-379.765777595381,1.11820237592201,0,0,FALSE
49,"diffusion_positive_control",-3.22801037382214,2.56323448631534,354,-0.916290731874155,-0.422068155642897,-1.17353422561125,0.5,0.443720206461857,0.652677738221392,0.6,0.43179906361722,1.5,0.89587027849389,0.4,0.481988379325573,-446.50891829228,-390.39058727819,112.236662028178,0,0,FALSE
50,"diffusion_negative_control",-3.82470088500762,3.71651757977676,246,-0.916290731874155,-0.960049836641908,-0.972159538204821,0.5,0.626690355521467,0.625771182263693,0,0.155938677289369,1.5,12.2532128649385,0,0.0127263501424654,-361.264065106062,-361.039187328594,0.449755554935905,0,0,FALSE
50,"diffusion_positive_control",-3.82470088500762,3.71651757977676,396,-0.916290731874155,-0.394656464835239,-0.875290067492215,0.5,0.499771879343401,0.528109794973624,0.6,0.543962052308342,1.5,1.4669564824516,0.4,0.370809944818038,-428.796867979374,-382.975502704118,91.642730550511,0,0,FALSE
