"b","n_events","null_gamma0","null_gamma1","hawkes_gamma0","hawkes_gamma1","est_alpha","est_beta","est_branching","lrt_stat","poisson_convergence","hawkes_convergence","error"
51,309,-0.59508884520666,0.684341797910519,-0.647686193399106,0.693166415142837,0.0358311528202244,0.736242858796903,0.0486675726522851,0.469097683698692,0,0,FALSE
52,266,-0.803538156255838,0.848356931807733,-1.07149744789105,0.865053241640098,0.10963195758684,0.476472154408946,0.230091006520278,7.70933166994712,0,0,FALSE
53,265,-0.857009158235473,0.968731671384357,-0.904947856798223,0.965852173486806,0.06271356460069,1.3065264048738,0.0480002274479461,0.660913206627924,0,0,FALSE
54,287,-0.766537920439762,0.943843187011052,-0.770406903198652,0.944157846320197,0.0015597566694172,0.416749618496439,0.0037426708992429,-0.00246845352342007,0,0,FALSE
55,315,-0.650373418246177,0.888356723526772,-0.773467734752195,0.896871849445016,0.0799368130171737,0.707750047616215,0.11294497723654,2.40702025906307,0,0,FALSE
56,313,-0.618630145939154,0.789715247230213,-0.618719246779674,0.789712570283891,3.0525029521466e-05,0.785095167687488,3.88806743154184e-05,-0.000744164520483537,0,0,FALSE
57,287,-0.762367601575025,0.934015204320111,-0.775525773958632,0.932110037524517,0.104187698423065,7.51406459481237,0.0138656910794984,0.266319498328585,0,0,FALSE
58,315,-0.623737843139865,0.820476952258614,-0.691976978382521,0.810501652944394,0.0491190375656695,0.707036076173613,0.0694717557150624,0.859743747560401,0,0,FALSE
59,276,-0.780864150832032,0.884201672730978,-0.79480100949485,0.889099266342095,2.12040991007905,178.4444852312,0.0118827427327426,3.7085292807252,0,0,FALSE
60,325,-0.751471510689972,1.17783004314294,-0.759678952829917,1.17485637453452,0.110595759511404,11.4490919908768,0.00965978433918875,0.168189169666107,0,0,FALSE
61,263,-0.811041886818253,0.838468035034597,-0.811090683826207,0.838645746034032,0.000737689618975657,45.8191255883747,1.61000370369972e-05,-0.00172478816205057,0,0,FALSE
62,262,-0.880509351973561,0.996256063848851,-1.04800281152114,1.01368450870694,0.112358420818199,0.761419522204904,0.147564407716831,4.65929390133226,0,0,FALSE
63,293,-0.681436518157985,0.780885831309198,-0.692486451341092,0.782298337513168,0.0520010159290231,4.96158678505074,0.0104807228376418,0.146425851969752,0,0,FALSE
64,306,-0.722781906974748,0.990656137274374,-0.726784951439285,0.989426756152378,0.0351585902863043,7.81118552623293,0.00450105687135818,0.034264704680254,0,0,FALSE
65,294,-0.731028192754601,0.91674481004495,-0.736697716542444,0.923072265472349,6.5915981155269,2225.67851812405,0.00296161285731541,2.45882049487841,0,0,FALSE
66,294,-0.692782293360057,0.820612708352935,-0.700450924746109,0.824585944635576,0.100899217549171,16.4419395704855,0.00613669799214518,0.186457589189672,0,0,FALSE
67,304,-0.637053528632087,0.759927773485177,-0.719046845868558,0.775372014468105,0.176399908445852,2.3963132399832,0.0736130425282333,3.2348021286989,0,0,FALSE
68,302,-0.713412037594585,0.938713544840824,-1.01391886361813,0.989172217836064,0.0436844288326249,0.179373843503628,0.243538455659736,4.53082435400233,0,0,FALSE
69,266,-0.823091181259722,0.897300659473805,-0.823110603955095,0.897286015919774,0.000339636869701286,15.4652310662106,2.19613187961572e-05,-0.000540437254585413,0,0,FALSE
70,317,-0.680940035740158,0.975840481522522,-0.781738000041831,0.973122154751453,0.0458019407283839,0.472378974065478,0.0969601596239445,1.21174872613062,0,0,FALSE
71,298,-0.699859574324497,0.873471010559671,-0.746350439006683,0.865605293791664,0.279468707642962,5.77244491032432,0.0484142702069131,2.69278826314724,0,0,FALSE
72,257,-0.860135642614999,0.903700456854382,-0.988500460694679,0.896759918410676,0.146137843906978,1.18843017118648,0.122967127097657,4.35231082658129,0,0,FALSE
73,269,-0.883075086034873,1.05968086069429,-1.04668052554689,1.11522903854754,0.0142497938646918,0.109652349975404,0.129954295260321,1.20421143603721,0,0,FALSE
74,291,-0.718188131926228,0.859768210253706,-0.754775761911801,0.867021775086334,1.09059299896719,32.8944882521778,0.0331542777199153,7.04752909850868,0,0,FALSE
75,270,-0.77797404671017,0.820702154106644,-0.795893796311902,0.811119507625234,3.0992541944143,145.45911677513,0.0213067029631807,7.17564471597962,0,0,FALSE
76,302,-0.728350724421108,0.973406878983597,-0.769221169995516,0.974026249527497,0.0374335839614692,0.940830960432047,0.0397877892371644,0.368771282499779,0,0,FALSE
77,296,-0.786658011884563,1.05803363409269,-0.806061458998229,1.05332528589354,0.460539765052679,21.5561070093412,0.0213647002611885,1.95616222359968,0,0,FALSE
78,305,-0.710549111564826,0.955147848966278,-0.832660423230702,0.948017071154912,0.22647819422622,1.92469138512909,0.117669874752949,6.46564895735992,0,0,FALSE
79,314,-0.677209577371936,0.945209550385866,-0.682126046554404,0.946325612653107,0.000526848951208312,0.117058902837103,0.00450071663444058,0.00034103168547972,0,0,FALSE
80,301,-0.743737149395684,1.00072735012665,-0.820320383422448,1.0035637596746,0.0233923160403973,0.322333689319976,0.0725717379705107,0.468171040015704,0,0,FALSE
81,264,-0.768389749704946,0.732031699383396,-1.44085452115585,1.15481615281737,0.0246383858727306,0.0620433812233447,0.397115459972064,7.39065808382486,0,0,FALSE
82,306,-0.670935401889724,0.867367961940003,-0.675188547674988,0.867144151262689,0.144108583807571,33.2258172681888,0.00433724722688894,0.120843005406186,0,0,FALSE
83,271,-0.798091923949008,0.881586268212096,-0.956806226081234,0.899063392163489,0.118299596081655,0.840774807661203,0.140703069363759,4.89795245062487,0,0,FALSE
84,318,-0.627144339537431,0.853881461942662,-0.635980726257705,0.854001001174217,0.271911487537395,31.0717754523617,0.00875107661466857,0.516534179038445,0,0,FALSE
85,297,-0.76070912372569,1.00874805538466,-0.778445477419299,1.01179716403837,0.174442875485305,10.7470089291802,0.016231760542383,0.659821840741643,0,0,FALSE
86,301,-0.735330034167081,0.98176145360617,-0.735367704090152,0.981687359863432,0.000176497911457772,1.58653775374479,0.000111247218064099,-0.00122192646017538,0,0,FALSE
87,284,-0.811751944843188,1.02265543111064,-0.834797375908088,1.02278621001281,0.0423386373304146,1.86364560384882,0.0227181805612485,0.203311771243534,0,0,FALSE
88,277,-0.80531598329121,0.951592913197892,-0.94219746479718,1.04200581211857,0.00421889230630618,0.0445667986515101,0.0946644684823737,0.602660645652577,0,0,FALSE
89,307,-0.649011863153747,0.819287020283658,-0.909320601813684,0.838736814575667,0.0331860816204691,0.148046405672844,0.224159995439568,3.32412862806052,0,0,FALSE
90,298,-0.781211951294456,1.0607911298576,-0.781124186154641,1.06073394840552,6.63372271180648e-05,3.78057653062422,1.75468547140115e-05,-0.00113129681290047,0,0,FALSE
91,311,-0.673473452131725,0.913516185067142,-0.673710315078251,0.913516692599424,0.000218761064385198,1.19002186662508,0.00018382944929038,-0.00105373705810052,0,0,FALSE
92,286,-0.828958412692544,1.07493141390733,-0.828944305802352,1.07491493955561,0.000179932109240929,69.903337926529,2.57401312409493e-06,-0.000650319251235487,0,0,FALSE
93,302,-0.696749304436236,0.898739325397975,-0.754667541473265,0.901430419538282,0.236694242025413,4.28551983996078,0.0552311623477584,2.93972727136747,0,0,FALSE
94,313,-0.656229479545502,0.887089593690541,-0.794101868215034,0.983364587992001,0.00305869763256235,0.0318267131145493,0.0961047288029278,0.50037683669575,0,0,FALSE
95,294,-0.707677015584116,0.859122891000286,-0.717283332455902,0.857518539426292,0.696233052563663,68.330352342655,0.0101892208761383,1.22934967509173,0,0,FALSE
96,264,-0.868825910069555,0.98705776334548,-0.868828271299371,0.987047845920918,6.31796031870956e-05,10.7358860196487,5.88489884034397e-06,-0.000919884248332892,0,0,FALSE
97,255,-0.951376864413564,1.09112040901618,-0.95127854806183,1.09103114856998,0.000115496345264224,9.26603278955658,1.24644870018586e-05,-0.000603391419417676,0,0,FALSE
98,306,-0.732788657563196,1.01304061166182,-0.859471321242764,0.998332439764774,0.0744310393792328,0.593969505715702,0.125311213223897,2.05910912107959,0,0,FALSE
99,299,-0.727950654680643,0.949401068268204,-0.727944173208449,0.94940314333137,0.00164806152701427,123.768097237738,1.33157216099769e-05,-0.0010438453128927,0,0,FALSE
100,297,-0.651243443253338,0.733882803849452,-0.657368715534817,0.728345455915066,0.410399018064891,51.3429566278224,0.00799328759034688,0.519331047081096,0,0,FALSE
