"label","n_events","poisson_gamma0","hawkes_gamma0","poisson_gamma1","hawkes_gamma1","est_alpha","est_beta","est_branching","poisson_loglik","hawkes_loglik","observed_lrt","boot_mean_lrt","boot_q95_lrt","boot_q99_lrt","p_value","n_boot_ok"
"covariate_negative_control",298,-0.712459301774028,-0.730444995251231,0.904529658400217,0.908724268826254,0.158040144224968,9.79447434045422,0.0161356432955481,-399.382012872955,-399.058056151389,0.647913443131301,1.31702502085561,4.97633727596162,7.39384481968608,0.415841584158416,100
"covariate_positive_control",487,-0.151836380960903,-0.698861899060523,0.719599756308718,0.64331555613133,0.604075651160402,1.38581090650196,0.435900488534326,-442.368902036455,-394.706832419081,95.324139234748,1.30582244109864,4.94444306482592,5.67314480899051,0.0099009900990099,100
