"label","n_events","est_alpha","est_beta","est_branching","poisson_loglik","hawkes_loglik","observed_lrt","boot_mean_lrt","boot_q95_lrt","boot_q99_lrt","p_value","n_boot_ok"
"td_baseline_negative_control",245,0.879750162142476,158.647237042123,0.00554532293498998,-403.029778199987,-402.565959759059,0.927636881855278,1.12362973418232,4.9662118478275,9.52612763705763,0.338308457711443,200
"td_baseline_positive_control",405,0.733781619670823,1.8287895319223,0.401238965371548,-513.311654064099,-414.680214603478,197.262878921243,1.09892891091742,4.84718864868925,6.17158818328962,0.00497512437810945,200
